kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,is_candidate
11724094,K08064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.47623061,1.62e-05,-1.62e-05,131.603,0.0105,-0.0105,0.375,0.09,-0.375,2.032,0.277,-0.277,39.1,5.0,-5.0,0.71,0.22,-0.08,1802.0,,,2484.49,2304.48,-744.43,9.7,1.0,q1_q17_dr25_tce,6325.0,168.0,-205.0,4.409,0.067,-0.202,1.112,0.353,-0.118,296.97861,49.817329,14.063,0
8560940,K03450.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,31.9730649,0.0007277,-0.0007277,133.8409,0.0172,-0.0172,0.716,0.21,-0.484,8.872,0.938,-0.938,158.6,13.4,-13.4,1.09,0.29,-0.09,530.0,,,18.59,14.28,-4.69,15.6,1.0,q1_q17_dr25_tce,5811.0,158.0,-158.0,4.571,0.044,-0.176,0.811,0.211,-0.07,292.17368,44.662861,14.545,0
8564674,K02022.02,Kepler-349 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.2476121,0.0002309,-0.0002309,138.2196,0.0148,-0.0148,0.116,0.345,-0.116,3.209,0.465,-0.465,402.7,69.0,-69.0,1.9,0.28,-0.1,763.0,,,80.29,31.7,-11.72,6.8,2.0,q1_q17_dr25_tce,5741.0,78.0,-78.0,4.492,0.03,-0.128,0.956,0.143,-0.048,293.67648,44.615582,14.746,1
10460984,K00474.01,Kepler-164 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.94577783,2.017e-05,-2.017e-05,176.71834,0.00144,-0.00144,0.819,0.029,-0.571,3.0937,0.0445,-0.0445,532.8,11.1,-11.1,2.84,0.46,-0.38,881.0,,,142.23,64.44,-43.58,52.5,1.0,q1_q17_dr25_tce,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,1
9631762,K00588.01,Kepler-615 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.35586478,2.054e-05,-2.054e-05,175.68106,0.0016,-0.0016,0.178,0.282,-0.178,2.8431,0.0515,-0.0515,660.9,15.5,-15.5,1.92,0.05,-0.11,620.0,,,34.93,4.12,-6.0,49.5,1.0,q1_q17_dr25_tce,4646.0,74.0,-83.0,4.539,0.054,-0.012,0.778,0.019,-0.044,282.45059,46.3214,14.337,1
7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.40841331,1.408e-05,-1.408e-05,172.18582,0.00262,-0.00262,0.899,0.013,-0.655,5.012,0.106,-0.106,549.4,13.4,-13.4,2.66,0.79,-0.33,1139.0,,,398.0,359.33,-131.06,45.1,1.0,q1_q17_dr25_tce,6007.0,189.0,-189.0,4.457,0.081,-0.202,0.961,0.285,-0.122,292.96555,43.34639,15.662,1
6525946,K02093.02,,CANDIDATE,CANDIDATE,0.98,0,0,0,0,2.508116,1.454e-05,-1.454e-05,133.98497,0.00524,-0.00524,0.472,0.035,-0.43,2.504,0.11,-0.11,188.1,11.1,-11.1,12.28,4.64,-1.55,3662.0,,,42618.46,43373.68,-11231.94,18.3,2.0,q1_q17_dr25_tce,5096.0,77.0,-46.0,2.435,0.117,-0.143,8.769,3.319,-1.106,292.95416,41.934799,15.357,1
4544670,K00815.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,34.84398644,4.036e-05,-4.036e-05,172.633252,0.00094,-0.00094,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4523.6,82.5,-82.5,7.61,1.72,-0.91,511.0,,,16.1,11.1,-5.08,76.8,1.0,q1_q17_dr25_tce,5509.0,166.0,-166.0,4.482,0.081,-0.15,0.871,0.196,-0.105,285.92001,39.624828,15.684,1
3337061,K03172.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,6.5588346,0.0001674,-0.0001674,133.8215,0.0228,-0.0228,0.7173,0.0257,-0.524,3.034,0.932,-0.932,41.2,10.1,-10.1,0.7,0.0,0.0,973.0,,,211.64,0.0,0.0,8.1,,,5780.0,,,4.438,,,1.0,,,290.03314,38.426861,10.609,0
6021193,K02148.02,Kepler-363 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.54235832,3.786e-05,-3.786e-05,132.96117,0.00413,-0.00413,0.318,0.115,-0.318,4.73,0.113,-0.113,132.5,5.4,-5.4,1.59,0.27,-0.29,1054.0,,,292.19,134.49,-113.23,25.8,2.0,q1_q17_dr25_tce,5711.0,101.0,-113.0,4.221,0.149,-0.122,1.391,0.232,-0.258,283.19208,41.305389,13.353,1
3098184,K01091.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,15.2384539,0.0001588,-0.0001588,369.56902,0.00692,-0.00692,0.74,0.051,-0.224,19.292,0.692,-0.692,7019.0,151.0,-151.0,9.84,2.84,-1.22,829.0,,,111.67,95.62,-38.34,56.0,1.0,q1_q17_dr25_tce,6384.0,179.0,-246.0,4.419,0.062,-0.188,1.086,0.314,-0.134,286.00031,38.284599,15.148,0
11802615,K00296.01,Kepler-513 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,28.86236571,6.235e-05,-6.235e-05,178.48498,0.00165,-0.00165,0.778,0.026,-0.536,5.4033,0.0637,-0.0637,449.2,8.0,-8.0,2.53,0.37,-0.37,623.0,,,35.56,15.07,-11.5,64.4,1.0,q1_q17_dr25_tce,5725.0,114.0,-103.0,4.326,0.137,-0.112,1.088,0.16,-0.16,285.04169,50.075378,12.935,1
12405333,K03009.01,Kepler-1409 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,0.764863517,3.289e-06,-3.289e-06,132.13343,0.00329,-0.00329,0.235,0.234,-0.235,1.16,0.13,-0.13,150.2,14.2,-14.2,1.04,0.15,-0.13,1733.0,,,2145.14,1029.95,-679.83,13.6,1.0,q1_q17_dr25_tce,5231.0,174.0,-142.0,4.476,0.09,-0.11,0.86,0.12,-0.109,290.08478,51.208599,15.168,1
6851425,K00163.01,Kepler-477 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.1199028,1.166e-05,-1.166e-05,139.753524,0.000843,-0.000843,0.72,0.152,-0.506,3.3759,0.0372,-0.0372,636.3,7.3,-7.3,2.08,0.14,-0.09,649.0,,,42.07,9.84,-6.52,100.3,1.0,q1_q17_dr25_tce,5078.0,101.0,-101.0,4.581,0.025,-0.053,0.766,0.052,-0.033,288.0676,42.35537,13.536,1
10794405,K07373.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.952377862,2.98e-07,-2.98e-07,132.335117,0.000263,-0.000263,1.248,0.097,-0.048,4.0869,0.0164,-0.0164,2122.3,6.7,-6.7,28.44,7.68,-3.07,1713.0,,,2023.36,1604.86,-596.46,390.8,2.0,q1_q17_dr25_tce,5662.0,152.0,-169.0,4.524,0.058,-0.173,0.863,0.233,-0.093,290.68866,48.1992,14.713,0
8804845,K02039.01,Kepler-1067 c,CONFIRMED,CANDIDATE,0.951,0,0,0,0,5.42586901,1.767e-05,-1.767e-05,135.86589,0.00274,-0.00274,0.1,0.336,-0.1,2.5342,0.0836,-0.0836,259.0,10.8,-10.8,1.48,0.2,-0.08,973.0,,,211.66,76.42,-34.67,26.1,1.0,q1_q17_dr25_tce,5594.0,75.0,-83.0,4.489,0.038,-0.113,0.934,0.127,-0.054,285.38742,45.049049,14.305,1
11296205,K08048.01,,CANDIDATE,CANDIDATE,0.334,0,0,0,0,379.67276,0.02319,-0.02319,445.9701,0.0232,-0.0232,0.302,0.153,-0.302,9.662,0.866,-0.866,253.9,38.6,-38.6,1.33,0.36,-0.11,247.0,,,0.88,0.7,-0.23,7.9,1.0,q1_q17_dr25_tce,6156.0,167.0,-186.0,4.563,0.035,-0.196,0.824,0.22,-0.073,291.45468,49.043289,14.44,1
12012872,K08233.01,,FALSE POSITIVE,FALSE POSITIVE,0.009,0,0,1,0,14.395425,0.0005978,-0.0005978,140.977,0.0369,-0.0369,0.398,0.052,-0.398,5.12,1.1,-1.1,115.4,14.5,-14.5,0.85,0.21,-0.07,672.0,,,48.08,35.38,-11.85,9.4,1.0,q1_q17_dr25_tce,5715.0,154.0,-154.0,4.586,0.042,-0.168,0.782,0.195,-0.065,291.48068,50.47366,13.686,0
7846730,K06923.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,11.02822674,3.955e-05,-3.955e-05,136.96732,0.00297,-0.00297,0.351,2.799,-0.35,8.275,0.23,-0.23,278040.0,7095.0,-7095.0,75.47,22.15,-18.12,1028.0,,,264.14,236.59,-133.91,4680.2,1.0,q1_q17_dr25_tce,6271.0,199.0,-243.0,4.199,0.19,-0.19,1.387,0.407,-0.333,298.85602,43.536968,12.956,0
5092799,K06516.02,,CANDIDATE,CANDIDATE,,0,0,0,0,28.24753303,,,136.0869137,,,,,,13.2,,,,,,,,,,,,,,,,2.0,q1_q17_dr24_tce,,,,,,,,,,289.84402,40.262741,15.929,1
5036537,K03718.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.06100873,5.48e-07,-5.48e-07,132.521276,0.000482,-0.000482,0.882,0.006,-0.007,2.6715,0.0314,-0.0314,6367.1,52.8,-52.8,9.14,2.29,-1.41,1568.0,,,1434.99,1166.96,-541.96,174.9,1.0,q1_q17_dr25_tce,5080.0,192.0,-174.0,4.417,0.148,-0.259,0.947,0.237,-0.146,297.87793,40.10471,15.564,0
8890996,K07107.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.50650745,1.536e-05,-1.536e-05,132.98683,0.00866,-0.00866,0.677,0.29,-0.466,2.622,0.287,-0.287,27.8,2.4,-2.4,1.13,0.25,-0.3,2498.0,,,9242.43,5892.76,-4931.67,14.4,1.0,q1_q17_dr25_tce,6839.0,163.0,-225.0,4.003,0.204,-0.136,2.02,0.446,-0.545,293.82175,45.10775,12.491,0
6289897,K05260.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.55935718,1.018e-05,-1.018e-05,132.54264,0.00618,-0.00618,0.568,0.003,-0.49,2.892,0.156,-0.156,49.7,3.2,-3.2,1.39,0.3,-0.48,2389.0,,,7676.02,4760.67,-4747.83,17.9,1.0,q1_q17_dr25_tce,6475.0,156.0,-176.0,3.921,0.294,-0.105,1.9,0.406,-0.66,293.37396,41.624859,13.357,0
6200810,K03397.01,,CANDIDATE,CANDIDATE,0.969,0,0,0,0,35.8754482,0.0003946,-0.0003946,147.5086,0.0101,-0.0101,0.026,0.424,-0.026,3.972,0.278,-0.278,366.7,33.7,-33.7,2.35,0.74,-0.3,668.0,,,47.15,42.33,-16.26,12.6,1.0,q1_q17_dr25_tce,6559.0,158.0,-248.0,4.357,0.065,-0.182,1.218,0.382,-0.153,290.44928,41.535789,15.353,1
9899355,K01554.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.332564478,2.293e-06,-2.293e-06,354.58908,0.00121,-0.00121,1.248,0.387,-0.081,6.0325,0.076,-0.076,1071.5,11.1,-11.1,27.04,7.89,-2.61,1618.0,,,1627.5,1446.33,-492.96,119.6,1.0,q1_q17_dr25_tce,5995.0,189.0,-231.0,4.536,0.048,-0.192,0.878,0.256,-0.085,295.21103,46.757229,15.866,0
3749978,K02308.01,Kepler-1183 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,28.5057217,0.0002837,-0.0002837,132.92075,0.00803,-0.00803,0.695,0.03,-0.506,6.324,0.227,-0.227,755.8,40.5,-40.5,2.55,0.75,-0.26,555.0,,,22.43,20.02,-6.28,20.8,1.0,q1_q17_dr25_tce,5712.0,169.0,-169.0,4.534,0.048,-0.192,0.87,0.259,-0.086,292.23242,38.89222,15.778,1
11045383,K01645.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,41.16676097,1.591e-05,-1.591e-05,158.917777,0.000295,-0.000295,1.093,0.305,-0.12,2.2133,0.0167,-0.0167,5386.3,36.2,-36.2,17.82,1.93,-2.15,446.0,,,9.35,3.55,-2.86,185.2,1.0,q1_q17_dr25_tce,5193.0,154.0,-138.0,4.503,0.093,-0.076,0.805,0.087,-0.097,298.21094,48.559158,13.418,0
7047922,K01899.01,Kepler-1006 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,19.76169247,6.983e-05,-6.983e-05,135.17794,0.0028,-0.0028,0.924,0.032,-0.639,3.9097,0.0871,-0.0871,392.5,11.8,-11.8,2.81,0.94,-0.62,791.0,,,92.38,103.55,-53.14,35.3,1.0,q1_q17_dr25_tce,6327.0,291.0,-542.0,4.327,0.158,-0.193,1.175,0.389,-0.259,295.75412,42.537479,14.563,1
4991208,K02951.01,Kepler-1393 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,2.44358543,1.446e-05,-1.446e-05,132.80194,0.0048,-0.0048,0.258,0.19,-0.258,1.852,0.142,-0.142,59.1,6.1,-6.1,0.67,0.07,-0.05,1249.0,,,574.37,196.22,-121.6,11.9,1.0,q1_q17_dr25_tce,5561.0,111.0,-111.0,4.486,0.072,-0.08,0.873,0.099,-0.066,284.45947,40.142559,13.348,1
8362974,K07023.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.71772323,3.965e-05,-3.965e-05,133.9451,0.0137,-0.0137,0.197,0.266,-0.197,3.22,0.726,-0.726,70.3,10.4,-10.4,0.72,0.03,-0.07,1123.0,,,375.05,66.46,-80.72,9.3,1.0,q1_q17_dr25_tce,5135.0,84.0,-77.0,4.464,0.09,-0.036,0.874,0.044,-0.076,290.85971,44.350922,14.52,1
10460984,K00474.04,Kepler-164 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.03505665,1.946e-05,-1.946e-05,132.65597,0.00334,-0.00334,0.911,0.04,-0.655,1.804,0.0873,-0.0873,151.5,10.5,-10.5,1.63,0.26,-0.22,1141.0,,,401.23,181.78,-122.95,16.6,4.0,q1_q17_dr25_tce,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,1
6690523,K05314.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,148.666527,0.002936,-0.002936,156.8241,0.0178,-0.0178,0.2782,0.2007,-0.2782,4.353,0.964,-0.964,319.4,80.6,-80.6,6.81,3.0,-2.44,559.0,,,23.08,30.22,-14.85,8.6,1.0,q1_q16_tce,5155.0,142.0,-181.0,3.462,0.28,-0.276,3.87,1.7,-1.388,291.5249,42.169941,13.697,0
4572728,K08249.01,,CANDIDATE,CANDIDATE,0.363,0,0,0,0,309.191789,0.007943,-0.007943,326.2209,0.0215,-0.0215,0.155,0.307,-0.155,11.392,0.719,-0.719,122.8,13.4,-13.4,1.96,0.4,-0.6,383.0,,,5.08,3.14,-2.89,10.5,1.0,q1_q17_dr25_tce,6299.0,174.0,-174.0,3.99,0.253,-0.117,1.754,0.358,-0.537,294.63766,39.655811,12.746,1
6707260,K05318.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,13.4256161,0.0003027,-0.0003027,144.7838,0.0157,-0.0157,0.5971,0.3472,-0.3701,11.781,0.823,-0.823,142.3,10.9,-10.9,1.66,0.73,-0.28,987.0,,,224.45,280.92,-89.51,12.5,1.0,q1_q16_tce,6686.0,141.0,-228.0,4.283,0.101,-0.259,1.332,0.585,-0.225,295.89999,42.132999,13.05,0
7032421,K01747.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.56683399,,,131.7800607,,,,,,0.75,,,,,,,,,,,,,,,,2.0,q1_q17_dr24_tce,,,,,,,,,,291.41833,42.579819,14.792,0
9418994,K07172.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,32.003815635,5.798e-06,-5.798e-06,136.49482,0.000141,-0.000141,1.226,0.048,-0.047,4.31197,0.00748,-0.00748,17120.0,26.3,-26.3,180.25,50.05,-125.2,960.0,,,201.25,175.18,-185.16,711.4,1.0,q1_q17_dr25_tce,5260.0,182.0,-200.0,3.459,0.808,-0.202,4.062,1.128,-2.821,297.28387,45.95311,13.396,0
9221398,K06066.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,13.787520532,4.91e-07,-4.91e-07,136.762097,2.87e-05,-2.87e-05,0.99,0.102,-0.033,2.55435,0.00192,-0.00192,12978.0,3.3,-3.3,25.33,4.26,-2.3,921.0,,,170.01,72.38,-37.12,2126.1,1.0,q1_q17_dr25_tce,6399.0,70.0,-89.0,4.312,0.056,-0.112,1.289,0.217,-0.117,293.09286,45.691841,12.14,0
8695779,K06061.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.238939876,2.667e-06,-2.667e-06,132.722552,0.000215,-0.000215,1.022,0.12,-0.035,3.4851,0.015,-0.015,3153.1,9.8,-9.8,22.09,5.58,-9.04,1190.0,,,474.05,370.95,-333.5,427.6,1.0,q1_q17_dr25_tce,6244.0,203.0,-248.0,3.986,0.39,-0.13,1.807,0.456,-0.74,294.3335,44.870853,13.897,0
8703506,K07907.01,,FALSE POSITIVE,FALSE POSITIVE,0.019,0,1,0,0,352.710091,0.00774,-0.00774,251.1931,0.0151,-0.0151,0.329,0.133,-0.329,2.901,0.364,-0.364,1658.0,212.0,-212.0,3.75,1.19,-0.4,261.0,,,1.09,1.05,-0.34,9.6,1.0,q1_q17_dr25_tce,6112.0,192.0,-234.0,4.513,0.052,-0.221,0.908,0.287,-0.096,296.82361,44.855309,15.672,0
2558370,K03855.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.546248198,2.5e-07,-2.5e-07,131.585311,0.000515,-0.000515,0.946,1.227,-0.119,2.1081,0.0232,-0.0232,114530.0,551.0,-551.0,54.23,0.0,0.0,2227.0,,,5820.72,0.0,0.0,263.1,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,287.13596,37.838306,18.55,0
9394605,K06203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,0.87683182,,,132.06142,,,,,,1.96,,,,,,,,,,,,3077.39,3788.91,-1032.58,,1.0,q1_q17_dr25_tce,,,,,,,,,,287.15613,45.979259,15.397,0
10925104,K00156.01,Kepler-114 c,CONFIRMED,CANDIDATE,0.68,0,0,0,0,8.041347775,8.915e-06,-8.915e-06,143.038292,0.000916,-0.000916,0.26,0.134,-0.259,2.6332,0.0303,-0.0303,591.0,8.3,-8.3,1.29,0.08,-0.07,507.0,,,15.59,3.41,-2.9,77.5,2.0,q1_q17_dr25_tce,3980.0,79.0,-79.0,4.722,0.03,-0.033,0.54,0.033,-0.033,294.12143,48.349522,13.738,1
6947668,K03455.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,14.0545718,0.0001607,-0.0001607,133.0972,0.0107,-0.0107,0.121,0.327,-0.121,4.066,0.229,-0.229,274.3,27.6,-27.6,1.45,0.43,-0.13,711.0,,,60.49,52.81,-17.23,11.6,1.0,q1_q17_dr25_tce,5783.0,161.0,-202.0,4.539,0.036,-0.204,0.88,0.26,-0.081,291.50708,42.429878,15.802,1
5878506,K07562.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.76872507,,,137.1077498,,,,,,1.11,,,,,,,,,,,,,,,,1.0,q1_q17_dr24_tce,,,,,,,,,,292.5253,41.197231,15.327,1
5986209,K03476.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,23.737952838,5.43e-06,-5.43e-06,147.006678,0.000201,-0.000201,1.004,0.062,-0.047,8.50818,0.00904,-0.00904,95884.0,93.6,-93.6,53.27,15.03,-9.21,620.0,,,34.94,30.43,-14.04,1221.2,1.0,q1_q17_dr25_tce,5559.0,183.0,-183.0,4.394,0.139,-0.186,1.0,0.282,-0.173,298.37177,41.291759,15.147,0
8345384,K04399.01,,CANDIDATE,CANDIDATE,0.958,0,0,0,0,42.1003351,0.0001389,-0.0001389,143.02827,0.00278,-0.00278,0.88,0.063,-0.622,1.0834,0.0991,-0.0991,214.0,19.3,-19.3,1.42,0.16,-0.07,466.0,,,11.17,3.66,-1.92,13.9,1.0,q1_q17_dr25_tce,5595.0,100.0,-122.0,4.57,0.016,-0.093,0.82,0.092,-0.04,282.12888,44.303162,11.965,1
6044553,K02646.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.532086296,6.78e-07,-6.78e-07,131.9134,0.00115,-0.00115,1.199,0.102,-0.136,4.023,0.115,-0.115,495.8,7.7,-7.7,16.99,2.48,-1.25,1790.0,,,2417.28,1156.3,-555.26,85.2,1.0,q1_q17_dr25_tce,5271.0,158.0,-142.0,4.636,0.03,-0.09,0.698,0.102,-0.051,292.48703,41.311119,15.397,0
10387742,K02583.02,,FALSE POSITIVE,FALSE POSITIVE,0.217,1,0,0,0,251.7512,0.002883,-0.002883,271.06864,0.00693,-0.00693,0.943,0.032,-0.671,4.314,0.436,-0.436,114.3,18.6,-18.6,1.25,0.18,-0.08,272.0,,,1.29,0.52,-0.25,7.5,2.0,q1_q17_dr25_tce,5640.0,101.0,-113.0,4.492,0.045,-0.113,0.921,0.131,-0.061,283.42911,47.59251,12.623,0
11499757,K07450.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,12.314402323,7.97e-07,-7.97e-07,134.2520931,5.12e-05,-5.12e-05,0.506,0.005,-0.004,5.8903,0.00249,-0.00249,393900.0,116.0,-116.0,75.21,22.09,-7.9,864.0,,,131.33,113.96,-40.02,2540.6,1.0,q1_q17_dr25_tce,6247.0,174.0,-217.0,4.433,0.065,-0.195,1.066,0.313,-0.112,287.7262,49.435261,14.76,0
3323887,K00377.02,Kepler-9 c,CONFIRMED,CANDIDATE,,0,0,0,0,38.90787517,1.358e-05,-1.358e-05,175.425847,0.000277,-0.000277,0.6883,0.0228,-0.029,4.5271,0.0354,-0.0354,6159.1,18.3,-18.3,7.98,1.53,-0.42,523.0,,,17.66,9.42,-3.16,366.1,,,5779.0,110.0,-128.0,4.491,0.03,-0.16,0.956,0.184,-0.05,285.57397,38.400902,13.803,1
10798605,K03390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,56.048096688,6.393e-06,-6.393e-06,159.1678042,9.35e-05,-9.35e-05,1.161,0.055,-0.068,4.04427,0.00486,-0.00486,53726.0,61.7,-61.7,42.62,6.29,-5.13,400.0,,,6.06,2.92,-1.91,1003.7,1.0,q1_q17_dr25_tce,5222.0,156.0,-156.0,4.518,0.096,-0.132,0.78,0.115,-0.094,292.42444,48.159592,14.967,0
8377197,K04727.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.215181097,6.173e-06,-6.173e-06,131.50904,0.00413,-0.00413,0.1356,0.3088,-0.1356,1.295,0.177,-0.177,39.7,4.6,-4.6,0.87,0.48,-0.15,2230.0,,,5844.41,9448.24,-2396.0,11.8,1.0,q1_q17_dr24_tce,6717.0,151.0,-241.0,4.268,0.105,-0.314,1.365,0.747,-0.237,295.85498,44.301601,13.516,0
11296437,K06237.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,528.50344,0.01265,-0.01265,209.8264,0.0133,-0.0133,0.0094,0.4485,-0.0091,6.394,0.626,-0.626,133.8,14.0,-14.0,2.2,1.25,-0.49,354.0,,,3.73,6.46,-1.78,11.7,2.0,q1_q16_tce,7102.0,187.0,-253.0,4.068,0.148,-0.323,1.874,1.068,-0.417,291.57312,49.097771,11.741,0
5471158,K03504.02,,CANDIDATE,CANDIDATE,,0,0,0,0,140.24408749,,,217.2997957,,,,,,5.43,,,,,,,,,,,,,,,,3.0,q1_q16_tce,,,,,,,,,,297.5798,40.603001,15.717,1
4751083,K03691.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.532416322,5.761e-06,-5.761e-06,135.6589,0.00148,-0.00148,1.183,0.39,-0.168,3.2864,0.0246,-0.0246,34953.0,235.0,-235.0,62.25,20.61,-11.08,1328.0,,,735.27,719.81,-310.71,175.6,1.0,q1_q17_dr25_tce,6306.0,177.0,-243.0,4.283,0.132,-0.198,1.281,0.424,-0.228,293.08649,39.801788,16.028,0
9002278,K00701.03,Kepler-62 e,CONFIRMED,CANDIDATE,0.994,0,0,0,0,122.3858681,0.0005022,-0.0005022,150.41158,0.00317,-0.00317,0.101,0.353,-0.101,7.123,0.102,-0.102,711.1,15.6,-15.6,1.72,0.1,-0.07,269.0,,,1.24,0.27,-0.19,46.3,3.0,q1_q17_dr25_tce,4926.0,98.0,-98.0,4.653,0.017,-0.049,0.662,0.041,-0.027,283.21274,45.349861,13.725,1
6852354,K04889.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,101.97435125,,,163.8034772,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,288.42035,42.309509,15.968,0
8737796,K01252.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.885747456,6.37e-07,-6.37e-07,134.486834,0.000572,-0.000572,1.205,0.15,-0.082,4.4788,0.0361,-0.0361,895.2,5.5,-5.5,269.98,64.25,-149.9,4958.0,,,142553.16,95669.89,-120265.83,203.6,1.0,q1_q17_dr25_tce,5487.0,120.0,-313.0,2.816,0.378,-0.162,10.396,2.474,-5.773,284.28253,44.987228,12.686,0
11611600,K01424.01,Kepler-842 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.219568047,1.074e-06,-1.074e-06,133.460233,0.000741,-0.000741,0.067,0.397,-0.067,1.5681,0.026,-0.026,494.9,9.1,-9.1,1.51,0.17,-0.1,1252.0,,,578.96,211.93,-132.79,65.9,1.0,q1_q17_dr25_tce,4838.0,130.0,-145.0,4.625,0.027,-0.059,0.701,0.076,-0.047,292.32858,49.653542,15.127,1
8443812,K07041.01,,CANDIDATE,CANDIDATE,0.888,0,0,0,0,8.3613732,0.0001308,-0.0001308,139.2515,0.0143,-0.0143,0.067,0.405,-0.067,3.649,0.38,-0.38,104.7,13.2,-13.2,0.79,0.12,-0.09,793.0,,,93.31,46.67,-29.43,9.5,1.0,q1_q17_dr25_tce,5470.0,180.0,-163.0,4.509,0.105,-0.105,0.777,0.115,-0.094,296.38422,44.433418,15.122,1
6975129,K01628.01,Kepler-312 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.74733983,4.316e-05,-4.316e-05,147.10553,0.00171,-0.00171,0.595,0.015,-0.484,3.4444,0.0646,-0.0646,480.7,11.1,-11.1,2.62,0.46,-0.15,754.0,,,76.57,36.0,-14.39,47.1,1.0,q1_q17_dr25_tce,6243.0,99.0,-136.0,4.406,0.026,-0.136,1.149,0.201,-0.067,298.39575,42.459751,12.949,1
11235323,K07424.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.668404822,6.163e-06,-6.163e-06,132.523858,0.000249,-0.000249,0.0,0.003,0.0,21.1764,0.0123,-0.0123,352810.0,227.0,-227.0,42.91,4.79,-4.3,555.0,,,22.36,8.72,-6.13,1834.5,1.0,q1_q17_dr25_tce,5260.0,157.0,-141.0,4.56,0.083,-0.06,0.717,0.08,-0.072,287.04657,48.993229,13.486,0
